,Unnamed: 0,Year,Mon,Day,tmax,tmin
113,4496,1980,4,23,11.6,5.9
114,4497,1980,4,24,11.4,5.7
115,4498,1980,4,25,14.8,5.0
116,4499,1980,4,26,21.8,5.2
117,4500,1980,4,27,12.0,8.3
118,4501,1980,4,28,14.9,6.6
119,4502,1980,4,29,19.2,7.1
120,4503,1980,4,30,15.8,7.7
121,4504,1980,5,1,17.7,7.0
122,4505,1980,5,2,22.6,8.6
123,4506,1980,5,3,22.7,13.1
124,4507,1980,5,4,17.6,12.4
125,4508,1980,5,5,22.0,8.8
126,4509,1980,5,6,14.5,8.7
127,4510,1980,5,7,18.6,8.3
128,4511,1980,5,8,16.5,11.3
129,4512,1980,5,9,17.4,9.7
130,4513,1980,5,10,20.3,7.8
131,4514,1980,5,11,23.9,11.2
132,4515,1980,5,12,18.7,12.2
133,4516,1980,5,13,18.5,12.0
134,4517,1980,5,14,24.6,10.9
135,4518,1980,5,15,18.8,12.0
136,4519,1980,5,16,14.0,10.4
137,4520,1980,5,17,18.1,7.4
138,4521,1980,5,18,23.9,8.9
139,4522,1980,5,19,22.0,13.8
140,4523,1980,5,20,18.8,13.7
141,4524,1980,5,21,19.9,12.4
142,4525,1980,5,22,22.0,11.0
143,4526,1980,5,23,24.6,13.5
144,4527,1980,5,24,26.6,14.2
145,4528,1980,5,25,21.9,14.8
146,4529,1980,5,26,15.0,11.3
147,4530,1980,5,27,21.4,10.4
148,4531,1980,5,28,23.8,14.2
149,4532,1980,5,29,23.9,13.3
150,4533,1980,5,30,26.2,16.3
151,4534,1980,5,31,23.3,15.3
152,4535,1980,6,1,26.2,15.1
153,4536,1980,6,2,19.0,14.4
154,4537,1980,6,3,23.2,13.7
155,4538,1980,6,4,24.6,16.8
156,4539,1980,6,5,24.8,14.6
157,4540,1980,6,6,30.5,16.2
158,4541,1980,6,7,29.1,18.3
159,4542,1980,6,8,22.3,15.6
160,4543,1980,6,9,20.3,15.3
161,4544,1980,6,10,25.1,16.0
162,4545,1980,6,11,23.9,16.0
163,4546,1980,6,12,23.0,17.3
164,4547,1980,6,13,26.4,17.6
165,4548,1980,6,14,28.3,17.8
166,4549,1980,6,15,26.2,20.2
167,4550,1980,6,16,27.8,19.2
168,4551,1980,6,17,22.4,17.8
169,4552,1980,6,18,22.7,16.4
170,4553,1980,6,19,25.7,17.9
171,4554,1980,6,20,23.4,18.4
172,4555,1980,6,21,24.7,17.1
173,4556,1980,6,22,25.0,18.2
174,4557,1980,6,23,26.8,18.4
175,4558,1980,6,24,29.4,19.8
176,4559,1980,6,25,24.2,19.0
177,4560,1980,6,26,19.1,18.0
178,4561,1980,6,27,24.8,17.6
179,4562,1980,6,28,26.0,19.6
180,4563,1980,6,29,26.8,19.6
181,4564,1980,6,30,22.6,18.3
182,4565,1980,7,1,22.6,18.2
183,4566,1980,7,2,23.2,18.0
184,4567,1980,7,3,24.3,18.9
185,4568,1980,7,4,23.0,18.8
186,4569,1980,7,5,25.2,19.1
187,4570,1980,7,6,25.7,18.8
188,4571,1980,7,7,25.1,18.3
189,4572,1980,7,8,23.5,18.6
190,4573,1980,7,9,27.4,19.4
191,4574,1980,7,10,25.2,18.6
192,4575,1980,7,11,24.8,19.6
193,4576,1980,7,12,27.8,19.2
194,4577,1980,7,13,28.2,19.6
195,4578,1980,7,14,24.5,20.0
196,4579,1980,7,15,25.9,19.3
197,4580,1980,7,16,28.8,19.8
198,4581,1980,7,17,24.5,20.8
199,4582,1980,7,18,24.9,20.8
200,4583,1980,7,19,26.6,21.3
201,4584,1980,7,20,30.5,23.1
202,4585,1980,7,21,29.3,24.1
203,4586,1980,7,22,26.8,25.3
204,4587,1980,7,23,26.6,22.2
205,4588,1980,7,24,27.8,20.2
206,4589,1980,7,25,22.4,20.9
207,4590,1980,7,26,28.6,21.6
208,4591,1980,7,27,28.1,22.1
209,4592,1980,7,28,26.9,22.0
210,4593,1980,7,29,23.4,21.0
211,4594,1980,7,30,27.4,20.4
212,4595,1980,7,31,27.8,19.2
213,4596,1980,8,1,28.2,19.9
214,4597,1980,8,2,28.1,19.6
215,4598,1980,8,3,27.3,18.9
216,4599,1980,8,4,27.0,18.7
217,4600,1980,8,5,27.4,20.6
218,4601,1980,8,6,26.4,20.0
219,4602,1980,8,7,25.8,19.0
220,4603,1980,8,8,25.1,19.2
221,4604,1980,8,9,27.0,19.8
222,4605,1980,8,10,26.4,20.3
223,4606,1980,8,11,27.8,19.4
224,4607,1980,8,12,27.0,20.8
225,4608,1980,8,13,24.9,20.4
226,4609,1980,8,14,24.8,21.3
227,4610,1980,8,15,27.7,20.2
228,4611,1980,8,16,28.4,20.7
229,4612,1980,8,17,27.1,21.1
230,4613,1980,8,18,26.8,21.0
231,4614,1980,8,19,26.7,21.5
232,4615,1980,8,20,25.6,21.3
233,4616,1980,8,21,28.9,20.6
234,4617,1980,8,22,28.0,21.2
235,4618,1980,8,23,27.8,20.8
236,4619,1980,8,24,28.2,20.7
237,4620,1980,8,25,24.6,18.5
238,4621,1980,8,26,25.2,21.2
239,4622,1980,8,27,27.7,20.6
240,4623,1980,8,28,26.5,20.4
241,4624,1980,8,29,23.2,20.0
242,4625,1980,8,30,22.6,20.2
243,4626,1980,8,31,27.5,19.3
244,4627,1980,9,1,28.4,19.5
245,4628,1980,9,2,27.8,20.0
246,4629,1980,9,3,27.4,20.3
247,4630,1980,9,4,28.1,18.6
248,4631,1980,9,5,25.4,20.6
249,4632,1980,9,6,24.1,18.8
250,4633,1980,9,7,25.8,18.3
251,4634,1980,9,8,26.6,15.1
252,4635,1980,9,9,26.0,17.7
253,4636,1980,9,10,20.2,17.2
254,4637,1980,9,11,23.4,15.5
255,4638,1980,9,12,25.0,17.4
256,4639,1980,9,13,25.0,15.2
257,4640,1980,9,14,27.4,15.5
258,4641,1980,9,15,27.0,17.0
259,4642,1980,9,16,24.7,17.9
260,4643,1980,9,17,25.6,15.7
261,4644,1980,9,18,25.4,13.0
262,4645,1980,9,19,26.8,15.3
263,4646,1980,9,20,26.0,15.6
264,4647,1980,9,21,23.6,17.8
265,4648,1980,9,22,20.7,13.1
266,4649,1980,9,23,21.9,9.7
267,4650,1980,9,24,22.4,12.6
268,4651,1980,9,25,24.1,13.3
269,4652,1980,9,26,26.2,13.8
270,4653,1980,9,27,25.6,14.1
271,4654,1980,9,28,24.7,14.8
272,4655,1980,9,29,22.2,13.2
273,4656,1980,9,30,22.8,12.2
274,4657,1980,10,1,22.6,11.3
275,4658,1980,10,2,23.8,11.2
276,4659,1980,10,3,25.2,12.3
277,4660,1980,10,4,25.5,13.8
278,4661,1980,10,5,17.4,15.2
279,4662,1980,10,6,19.6,16.2
280,4663,1980,10,7,22.8,15.0
281,4664,1980,10,8,20.4,11.9
282,4665,1980,10,9,22.6,9.6
283,4666,1980,10,10,17.2,14.0
284,4667,1980,10,11,23.4,14.0
285,4668,1980,10,12,19.7,15.6
286,4669,1980,10,13,21.8,14.9
287,4670,1980,10,14,18.8,10.0
288,4671,1980,10,15,21.0,8.9
289,4672,1980,10,16,20.9,11.7
290,4673,1980,10,17,21.4,12.8
291,4674,1980,10,18,18.0,12.4
292,4675,1980,10,19,22.2,10.5
293,4676,1980,10,20,19.8,11.3
294,4677,1980,10,21,13.7,7.0
295,4678,1980,10,22,13.7,4.5
296,4679,1980,10,23,17.4,4.7
297,4680,1980,10,24,13.7,8.8
298,4681,1980,10,25,15.0,4.0
299,4682,1980,10,26,9.4,3.6
300,4683,1980,10,27,11.0,7.4
301,4684,1980,10,28,13.2,3.5
302,4685,1980,10,29,13.3,4.2
303,4686,1980,10,30,14.8,3.4
304,4687,1980,10,31,10.2,3.4
305,4688,1980,11,1,15.8,4.5
306,4689,1980,11,2,12.0,6.4
307,4690,1980,11,3,15.3,2.6
308,4691,1980,11,4,16.6,4.8
309,4692,1980,11,5,18.5,8.4
310,4693,1980,11,6,19.8,8.9
311,4694,1980,11,7,16.5,7.7
312,4695,1980,11,8,8.6,4.4
313,4696,1980,11,9,12.7,2.5
314,4697,1980,11,10,16.9,3.4
315,4698,1980,11,11,19.2,6.1
316,4699,1980,11,12,19.0,5.8
317,4700,1980,11,13,6.6,1.3
318,4701,1980,11,14,12.2,-0.4
319,4702,1980,11,15,13.4,4.1
320,4703,1980,11,16,14.4,4.6
321,4704,1980,11,17,15.4,5.4
322,4705,1980,11,18,16.6,5.8
323,4706,1980,11,19,19.9,6.5
324,4707,1980,11,20,16.0,7.3
325,4708,1980,11,21,14.0,11.0
326,4709,1980,11,22,16.8,9.5
327,4710,1980,11,23,13.4,5.3
328,4711,1980,11,24,12.2,6.5
329,4712,1980,11,25,11.2,6.8
330,4713,1980,11,26,12.4,7.4
331,4714,1980,11,27,10.8,6.0
332,4715,1980,11,28,13.2,7.6
333,4716,1980,11,29,14.0,4.9
334,4717,1980,11,30,13.6,4.1
335,4718,1980,12,1,11.9,0.4
336,4719,1980,12,2,10.8,3.8
337,4720,1980,12,3,7.7,-1.2
338,4721,1980,12,4,-0.2,-6.0
339,4722,1980,12,5,5.5,-3.7
340,4723,1980,12,6,7.4,1.4
341,4724,1980,12,7,8.1,0.2
342,4725,1980,12,8,6.2,-1.2
343,4726,1980,12,9,2.9,-0.9
344,4727,1980,12,10,10.8,0.1
345,4728,1980,12,11,10.8,2.4
346,4729,1980,12,12,2.8,-6.5
347,4730,1980,12,13,-4.2,-9.2
348,4731,1980,12,14,3.4,-6.8
349,4732,1980,12,15,1.8,-5.2
350,4733,1980,12,16,1.1,-3.9
351,4734,1980,12,17,4.8,-2.9
352,4735,1980,12,18,5.6,-0.5
353,4736,1980,12,19,1.8,-0.8
354,4737,1980,12,20,-0.1,-4.7
355,4738,1980,12,21,2.4,-6.6
356,4739,1980,12,22,5.4,-4.4
357,4740,1980,12,23,3.5,-1.0
358,4741,1980,12,24,4.9,-1.4
359,4742,1980,12,25,4.0,-0.7
360,4743,1980,12,26,-0.4,-5.4
361,4744,1980,12,27,-2.6,-7.2
362,4745,1980,12,28,-3.4,-7.3
363,4746,1980,12,29,-3.7,-8.5
364,4747,1980,12,30,-2.1,-9.2
365,4748,1980,12,31,1.0,-9.2
366,4749,1981,1,1,3.7,-4.6
367,4750,1981,1,2,-1.6,-4.6
368,4751,1981,1,3,-3.1,-7.8
369,4752,1981,1,4,-1.8,-9.9
370,4753,1981,1,5,-2.5,-8.0
371,4754,1981,1,6,-0.1,-9.6
372,4755,1981,1,7,1.9,-9.3
373,4756,1981,1,8,3.2,-8.4
374,4757,1981,1,9,3.2,-4.7
375,4758,1981,1,10,-1.2,-5.3
376,4759,1981,1,11,-0.3,-7.4
377,4760,1981,1,12,1.2,-7.3
378,4761,1981,1,13,-1.8,-7.2
379,4762,1981,1,14,-0.6,-9.5
380,4763,1981,1,15,-2.0,-7.0
381,4764,1981,1,16,-1.3,-7.8
382,4765,1981,1,17,1.6,-9.1
383,4766,1981,1,18,4.1,-3.7
384,4767,1981,1,19,-0.2,-3.1
385,4768,1981,1,20,0.2,-4.4
386,4769,1981,1,21,1.1,-7.0
387,4770,1981,1,22,-1.1,-9.8
388,4771,1981,1,23,1.4,-9.3
389,4772,1981,1,24,1.2,-3.4
390,4773,1981,1,25,0.5,-6.5
391,4774,1981,1,26,-2.6,-8.5
392,4775,1981,1,27,-0.3,-12.0
393,4776,1981,1,28,2.4,-9.1
394,4777,1981,1,29,3.2,-5.0
395,4778,1981,1,30,0.7,-8.4
396,4779,1981,1,31,1.2,-6.9
397,4780,1981,2,1,4.3,-3.4
398,4781,1981,2,2,3.7,-7.4
399,4782,1981,2,3,0.3,-5.2
400,4783,1981,2,4,0.1,-8.1
401,4784,1981,2,5,1.4,-7.3
402,4785,1981,2,6,2.4,-6.0
403,4786,1981,2,7,1.1,-1.9
404,4787,1981,2,8,7.4,-4.2
405,4788,1981,2,9,3.9,0.2
406,4789,1981,2,10,4.9,0.3
407,4790,1981,2,11,6.9,-3.0
408,4791,1981,2,12,6.7,-0.8
409,4792,1981,2,13,6.7,2.3
410,4793,1981,2,14,8.8,1.4
411,4794,1981,2,15,7.0,1.0
412,4795,1981,2,16,4.2,1.6
413,4796,1981,2,17,5.7,0.6
414,4797,1981,2,18,6.0,-0.3
415,4798,1981,2,19,2.8,-1.4
416,4799,1981,2,20,2.2,-2.0
417,4800,1981,2,21,3.2,-3.0
418,4801,1981,2,22,8.6,-1.7
419,4802,1981,2,23,9.5,2.9
420,4803,1981,2,24,3.1,-3.6
421,4804,1981,2,25,-2.5,-9.5
422,4805,1981,2,26,-7.1,-12.7
423,4806,1981,2,27,-2.8,-10.5
424,4807,1981,2,28,1.6,-7.5
425,4808,1981,3,1,4.8,-2.8
426,4809,1981,3,2,6.9,-2.5
427,4810,1981,3,3,4.8,-0.4
428,4811,1981,3,4,6.1,-1.9
429,4812,1981,3,5,6.4,-1.7
430,4813,1981,3,6,5.1,-1.7
431,4814,1981,3,7,10.2,-2.0
432,4815,1981,3,8,13.0,-0.8
433,4816,1981,3,9,5.8,-0.1
434,4817,1981,3,10,5.7,-1.6
435,4818,1981,3,11,12.6,-2.0
436,4819,1981,3,12,17.0,0.6
437,4820,1981,3,13,15.2,7.0
438,4821,1981,3,14,11.7,3.6
439,4822,1981,3,15,4.1,0.9
440,4823,1981,3,16,6.7,0.2
441,4824,1981,3,17,11.6,-0.1
442,4825,1981,3,18,10.6,2.3
443,4826,1981,3,19,15.4,4.1
444,4827,1981,3,20,12.9,2.8
445,4828,1981,3,21,14.3,5.3
446,4829,1981,3,22,15.0,4.2
447,4830,1981,3,23,21.4,5.1
448,4831,1981,3,24,11.2,6.9
449,4832,1981,3,25,10.8,5.8
450,4833,1981,3,26,5.8,2.0
451,4834,1981,3,27,6.2,1.6
452,4835,1981,3,28,12.8,3.1
453,4836,1981,3,29,13.0,3.6
454,4837,1981,3,30,12.4,3.6
455,4838,1981,3,31,16.7,5.2
456,4839,1981,4,1,12.2,6.0
457,4840,1981,4,2,8.5,3.6
458,4841,1981,4,3,9.3,-0.3
459,4842,1981,4,4,11.6,5.4
460,4843,1981,4,5,8.9,5.8
461,4844,1981,4,6,8.9,4.4
462,4845,1981,4,7,16.8,3.8
463,4846,1981,4,8,21.8,8.3
464,4847,1981,4,9,14.2,11.3
465,4848,1981,4,10,11.8,6.1
466,4849,1981,4,11,13.4,5.9
467,4850,1981,4,12,18.0,6.5
468,4851,1981,4,13,11.2,6.6
469,4852,1981,4,14,13.8,4.8
470,4853,1981,4,15,19.4,7.2
471,4854,1981,4,16,10.7,7.2
472,4855,1981,4,17,13.4,5.3
473,4856,1981,4,18,17.9,7.7
474,4857,1981,4,19,11.6,8.1
475,4858,1981,4,20,12.8,6.0
476,4859,1981,4,21,17.6,5.2
477,4860,1981,4,22,19.6,7.9
478,4861,1981,4,23,22.3,8.8
479,4862,1981,4,24,16.7,8.1
480,4863,1981,4,25,15.1,8.4
481,4864,1981,4,26,19.6,6.8
482,4865,1981,4,27,21.4,9.3
483,4866,1981,4,28,23.5,8.4
484,4867,1981,4,29,17.4,10.5
485,4868,1981,4,30,20.7,8.4
486,4869,1981,5,1,23.0,9.6
487,4870,1981,5,2,16.9,11.3
488,4871,1981,5,3,15.5,7.6
489,4872,1981,5,4,19.4,5.4
490,4873,1981,5,5,22.5,9.9
491,4874,1981,5,6,24.2,12.3
492,4875,1981,5,7,21.5,13.3
493,4876,1981,5,8,27.4,13.7
494,4877,1981,5,9,25.2,16.4
495,4878,1981,5,10,26.2,17.4
496,4879,1981,5,11,19.2,11.0
497,4880,1981,5,12,15.0,8.3
498,4881,1981,5,13,19.1,7.5
499,4882,1981,5,14,22.8,9.2
500,4883,1981,5,15,19.0,15.2
501,4884,1981,5,16,17.5,12.2
502,4885,1981,5,17,12.7,10.1
503,4886,1981,5,18,15.2,8.3
504,4887,1981,5,19,17.0,10.7
505,4888,1981,5,20,16.5,9.8
506,4889,1981,5,21,22.6,9.2
507,4890,1981,5,22,23.4,11.0
508,4891,1981,5,23,21.4,12.9
509,4892,1981,5,24,25.0,14.2
510,4893,1981,5,25,24.2,13.7
511,4894,1981,5,26,29.0,15.7
512,4895,1981,5,27,23.2,16.5
513,4896,1981,5,28,19.4,15.4
514,4897,1981,5,29,25.2,15.0
515,4898,1981,5,30,24.3,14.2
516,4899,1981,5,31,18.5,13.5
517,4900,1981,6,1,22.0,10.8
518,4901,1981,6,2,24.4,12.2
519,4902,1981,6,3,21.6,13.2
520,4903,1981,6,4,24.4,14.4
521,4904,1981,6,5,23.9,14.0
522,4905,1981,6,6,28.2,13.9
523,4906,1981,6,7,26.5,15.0
524,4907,1981,6,8,28.6,15.4
525,4908,1981,6,9,26.2,19.0
526,4909,1981,6,10,23.5,16.9
527,4910,1981,6,11,19.5,16.4
528,4911,1981,6,12,25.3,16.0
529,4912,1981,6,13,24.2,16.9
530,4913,1981,6,14,25.8,16.7
531,4914,1981,6,15,24.6,16.6
532,4915,1981,6,16,29.2,17.4
533,4916,1981,6,17,29.6,19.2
534,4917,1981,6,18,24.5,20.0
535,4918,1981,6,19,26.5,20.1
536,4919,1981,6,20,27.3,21.5
537,4920,1981,6,21,29.4,23.6
538,4921,1981,6,22,28.3,20.0
539,4922,1981,6,23,25.4,18.7
540,4923,1981,6,24,24.4,17.9
541,4924,1981,6,25,21.6,15.6
542,4925,1981,6,26,23.5,20.0
543,4926,1981,6,27,26.8,20.0
544,4927,1981,6,28,24.0,20.9
545,4928,1981,6,29,26.8,20.4
546,4929,1981,6,30,25.7,20.9
547,4930,1981,7,1,25.5,21.9
548,4931,1981,7,2,25.4,23.4
549,4932,1981,7,3,25.4,22.9
550,4933,1981,7,4,30.2,23.4
551,4934,1981,7,5,28.4,23.4
552,4935,1981,7,6,25.4,21.0
553,4936,1981,7,7,27.6,19.8
554,4937,1981,7,8,30.1,20.2
555,4938,1981,7,9,27.0,21.8
556,4939,1981,7,10,26.4,20.8
557,4940,1981,7,11,22.3,19.1
558,4941,1981,7,12,26.2,21.7
559,4942,1981,7,13,27.5,21.2
560,4943,1981,7,14,29.7,22.8
561,4944,1981,7,15,31.2,22.9
562,4945,1981,7,16,32.7,23.5
563,4946,1981,7,17,31.8,24.2
564,4947,1981,7,18,32.3,23.9
565,4948,1981,7,19,31.3,23.5
566,4949,1981,7,20,30.2,22.5
567,4950,1981,7,21,29.9,23.4
568,4951,1981,7,22,30.8,23.5
569,4952,1981,7,23,30.9,24.5
570,4953,1981,7,24,33.0,24.9
571,4954,1981,7,25,34.0,25.7
572,4955,1981,7,26,34.8,24.5
573,4956,1981,7,27,32.5,24.3
574,4957,1981,7,28,32.7,25.8
575,4958,1981,7,29,31.8,26.0
576,4959,1981,7,30,33.0,24.7
577,4960,1981,7,31,33.0,25.4
578,4961,1981,8,1,28.6,23.4
579,4962,1981,8,2,31.0,24.1
580,4963,1981,8,3,29.5,25.4
581,4964,1981,8,4,28.0,23.2
582,4965,1981,8,5,29.8,20.9
583,4966,1981,8,6,27.7,20.7
584,4967,1981,8,7,26.0,20.4
585,4968,1981,8,8,29.2,22.1
586,4969,1981,8,9,30.8,24.1
587,4970,1981,8,10,29.1,21.6
588,4971,1981,8,11,28.6,20.7
589,4972,1981,8,12,28.2,20.7
590,4973,1981,8,13,29.5,21.0
591,4974,1981,8,14,31.3,21.8
592,4975,1981,8,15,32.0,20.5
593,4976,1981,8,16,31.7,22.4
594,4977,1981,8,17,29.5,25.1
595,4978,1981,8,18,27.4,24.0
596,4979,1981,8,19,30.7,22.5
597,4980,1981,8,20,30.5,24.3
598,4981,1981,8,21,28.4,21.4
599,4982,1981,8,22,28.6,20.5
600,4983,1981,8,23,27.8,21.1
601,4984,1981,8,24,28.6,18.6
602,4985,1981,8,25,25.2,21.4
603,4986,1981,8,26,25.1,20.2
604,4987,1981,8,27,28.8,18.1
605,4988,1981,8,28,30.7,19.2
606,4989,1981,8,29,26.7,20.2
607,4990,1981,8,30,25.9,21.8
608,4991,1981,8,31,26.0,20.5
609,4992,1981,9,1,26.6,20.4
610,4993,1981,9,2,22.8,21.0
611,4994,1981,9,3,22.9,19.3
612,4995,1981,9,4,25.2,16.5
613,4996,1981,9,5,26.4,16.6
614,4997,1981,9,6,28.0,16.5
615,4998,1981,9,7,28.1,17.6
616,4999,1981,9,8,26.6,18.6
617,5000,1981,9,9,23.6,19.0
618,5001,1981,9,10,25.4,17.8
619,5002,1981,9,11,23.8,16.9
620,5003,1981,9,12,22.1,14.7
621,5004,1981,9,13,23.8,11.9
622,5005,1981,9,14,22.2,11.9
623,5006,1981,9,15,23.2,11.2
624,5007,1981,9,16,25.2,11.8
625,5008,1981,9,17,25.7,13.1
626,5009,1981,9,18,25.7,16.7
627,5010,1981,9,19,26.1,16.0
628,5011,1981,9,20,27.3,16.7
629,5012,1981,9,21,28.2,17.4
630,5013,1981,9,22,29.2,17.4
631,5014,1981,9,23,30.2,18.8
632,5015,1981,9,24,24.2,16.8
633,5016,1981,9,25,20.4,16.2
634,5017,1981,9,26,25.1,15.5
635,5018,1981,9,27,25.0,13.7
636,5019,1981,9,28,24.3,15.8
637,5020,1981,9,29,25.2,14.3
638,5021,1981,9,30,22.3,16.1
639,5022,1981,10,1,24.0,15.4
640,5023,1981,10,2,21.3,15.0
641,5024,1981,10,3,24.1,12.2
642,5025,1981,10,4,20.3,12.5
643,5026,1981,10,5,21.2,14.6
644,5027,1981,10,6,21.7,14.5
645,5028,1981,10,7,21.0,14.1
646,5029,1981,10,8,18.9,14.9
647,5030,1981,10,9,17.0,12.9
648,5031,1981,10,10,21.2,9.4
649,5032,1981,10,11,21.9,9.4
650,5033,1981,10,12,23.5,11.4
651,5034,1981,10,13,20.1,11.0
652,5035,1981,10,14,17.0,7.8
653,5036,1981,10,15,18.9,5.8
654,5037,1981,10,16,20.4,9.4
655,5038,1981,10,17,23.8,9.2
656,5039,1981,10,18,20.0,12.2
657,5040,1981,10,19,20.0,11.4
658,5041,1981,10,20,21.4,11.1
659,5042,1981,10,21,23.3,10.1
660,5043,1981,10,22,15.8,6.4
661,5044,1981,10,23,8.6,1.9
662,5045,1981,10,24,12.5,6.1
663,5046,1981,10,25,14.5,5.4
664,5047,1981,10,26,16.4,5.0
665,5048,1981,10,27,17.7,5.1
666,5049,1981,10,28,13.4,7.4
667,5050,1981,10,29,15.4,7.6
668,5051,1981,10,30,20.5,5.4
669,5052,1981,10,31,16.4,5.7
670,5053,1981,11,1,11.4,3.4
671,5054,1981,11,2,12.6,7.4
672,5055,1981,11,3,14.0,8.6
673,5056,1981,11,4,10.1,4.8
674,5057,1981,11,5,6.4,2.9
675,5058,1981,11,6,10.2,4.2
676,5059,1981,11,7,4.4,-0.4
677,5060,1981,11,8,5.1,-3.3
678,5061,1981,11,9,7.2,-2.0
679,5062,1981,11,10,9.4,-0.7
680,5063,1981,11,11,10.8,3.0
681,5064,1981,11,12,12.8,1.1
682,5065,1981,11,13,12.6,5.2
683,5066,1981,11,14,13.0,2.0
684,5067,1981,11,15,13.2,5.2
685,5068,1981,11,16,12.0,4.2
686,5069,1981,11,17,6.1,0.6
